interval_index,begin,end,intersection_id,official_approach,official_movement,target_pcu,actual_pcu,error_pcu,relative_error,geh,vehicle_contributions_pcu,passed
1,900,1800,demo_9,northeast,through,0,0.0,0.0,,0.0,"{'bus': 0.0, 'electric_bicycle': 0.0, 'passenger': 0.0, 'truck': 0.0}",True
1,900,1800,demo_9,south,left,31,31.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 24.0, 'truck': 2.5}",True
1,900,1800,demo_9,south,right,34,34.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 27.0, 'truck': 2.5}",True
1,900,1800,demo_9,south,through,47,47.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 38.0, 'truck': 2.5}",True
1,900,1800,demo_9,west,left,31,31.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 24.0, 'truck': 2.5}",True
1,900,1800,demo_9,west,right,40,40.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 33.0, 'truck': 2.5}",True
1,900,1800,demo_9,west,through,10,10.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 8.0, 'truck': 0.0}",True
2,1800,2700,demo_3,east,left,9,9.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 7.0, 'truck': 0.0}",True
2,1800,2700,demo_3,east,right,27,27.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
2,1800,2700,demo_3,east,through,60,60.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 1.0, 'passenger': 48.0, 'truck': 5.0}",True
2,1800,2700,demo_3,north,left,41,41.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 34.0, 'truck': 2.5}",True
2,1800,2700,demo_3,north,right,25,25.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 20.0, 'truck': 2.5}",True
2,1800,2700,demo_3,north,through,18,18.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 16.0, 'truck': 0.0}",True
2,1800,2700,demo_3,south,left,23,23.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 18.0, 'truck': 2.5}",True
2,1800,2700,demo_3,south,right,32,32.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 25.0, 'truck': 2.5}",True
2,1800,2700,demo_3,south,through,26,26.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 21.0, 'truck': 2.5}",True
2,1800,2700,demo_3,west,left,21,21.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 16.0, 'truck': 2.5}",True
2,1800,2700,demo_3,west,right,20,20.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 15.0, 'truck': 2.5}",True
2,1800,2700,demo_3,west,through,70,70.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 56.0, 'truck': 5.0}",True
2,1800,2700,demo_5,east,left,72,72.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 58.0, 'truck': 5.0}",True
2,1800,2700,demo_5,east,through,69,69.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 55.0, 'truck': 5.0}",True
2,1800,2700,demo_5,south,left,69,69.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 55.0, 'truck': 5.0}",True
2,1800,2700,demo_5,south,right,104,104.0,0.0,0.0,0.0,"{'bus': 12.0, 'electric_bicycle': 1.5, 'passenger': 83.0, 'truck': 7.5}",True
2,1800,2700,demo_5,west,right,57,57.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 1.0, 'passenger': 45.0, 'truck': 5.0}",True
2,1800,2700,demo_5,west,through,129,129.0,0.0,0.0,0.0,"{'bus': 16.0, 'electric_bicycle': 1.5, 'passenger': 104.0, 'truck': 7.5}",True
2,1800,2700,demo_6,east,left,61,61.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 1.0, 'passenger': 49.0, 'truck': 5.0}",True
2,1800,2700,demo_6,east,right,52,52.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 43.0, 'truck': 2.5}",True
2,1800,2700,demo_6,east,through,71,71.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 57.0, 'truck': 5.0}",True
2,1800,2700,demo_6,north,left,25,25.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 20.0, 'truck': 2.5}",True
2,1800,2700,demo_6,north,right,19,19.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 14.0, 'truck': 2.5}",True
2,1800,2700,demo_6,north,through,74,74.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 60.0, 'truck': 5.0}",True
2,1800,2700,demo_6,south,left,49,49.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 40.0, 'truck': 2.5}",True
2,1800,2700,demo_6,south,right,29,29.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
2,1800,2700,demo_6,south,through,60,60.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 1.0, 'passenger': 48.0, 'truck': 5.0}",True
2,1800,2700,demo_6,west,left,47,47.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 38.0, 'truck': 2.5}",True
2,1800,2700,demo_6,west,right,53,53.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 44.0, 'truck': 2.5}",True
2,1800,2700,demo_6,west,through,74,74.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 60.0, 'truck': 5.0}",True
2,1800,2700,demo_9,east,left,24,24.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 19.0, 'truck': 2.5}",True
2,1800,2700,demo_9,east,right,53,53.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 44.0, 'truck': 2.5}",True
2,1800,2700,demo_9,east,through,10,10.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 8.0, 'truck': 0.0}",True
2,1800,2700,demo_9,north,left,42,42.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 33.0, 'truck': 2.5}",True
2,1800,2700,demo_9,north,right,11,11.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 9.0, 'truck': 0.0}",True
2,1800,2700,demo_9,north,through,57,57.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 1.0, 'passenger': 45.0, 'truck': 5.0}",True
2,1800,2700,demo_9,northeast,left,34,34.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 27.0, 'truck': 2.5}",True
2,1800,2700,demo_9,northeast,right,36,36.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 29.0, 'truck': 2.5}",True
2,1800,2700,demo_9,northeast,through,0,0.0,0.0,,0.0,"{'bus': 0.0, 'electric_bicycle': 0.0, 'passenger': 0.0, 'truck': 0.0}",True
2,1800,2700,demo_9,south,left,30,30.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 23.0, 'truck': 2.5}",True
2,1800,2700,demo_9,south,right,32,32.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 25.0, 'truck': 2.5}",True
2,1800,2700,demo_9,south,through,44,44.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 35.0, 'truck': 2.5}",True
2,1800,2700,demo_9,west,left,29,29.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
2,1800,2700,demo_9,west,right,38,38.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 31.0, 'truck': 2.5}",True
2,1800,2700,demo_9,west,through,9,9.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 7.0, 'truck': 0.0}",True
3,2700,3600,demo_3,east,left,9,9.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.0, 'passenger': 7.0, 'truck': 0.0}",True
3,2700,3600,demo_3,east,right,27,27.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
3,2700,3600,demo_3,east,through,59,59.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 1.0, 'passenger': 47.0, 'truck': 5.0}",True
3,2700,3600,demo_3,north,left,40,40.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 33.0, 'truck': 2.5}",True
3,2700,3600,demo_3,north,right,26,26.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 21.0, 'truck': 2.5}",True
3,2700,3600,demo_3,north,through,19,19.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 14.0, 'truck': 2.5}",True
3,2700,3600,demo_3,south,left,24,24.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 19.0, 'truck': 2.5}",True
3,2700,3600,demo_3,south,right,33,33.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 26.0, 'truck': 2.5}",True
3,2700,3600,demo_3,south,through,27,27.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 22.0, 'truck': 2.5}",True
3,2700,3600,demo_3,west,left,20,20.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 15.0, 'truck': 2.5}",True
3,2700,3600,demo_3,west,right,19,19.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 14.0, 'truck': 2.5}",True
3,2700,3600,demo_3,west,through,68,68.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 54.0, 'truck': 5.0}",True
3,2700,3600,demo_5,east,left,69,69.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 55.0, 'truck': 5.0}",True
3,2700,3600,demo_5,east,through,71,71.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 57.0, 'truck': 5.0}",True
3,2700,3600,demo_5,south,left,72,72.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 58.0, 'truck': 5.0}",True
3,2700,3600,demo_5,south,right,107,107.0,0.0,0.0,0.0,"{'bus': 12.0, 'electric_bicycle': 1.5, 'passenger': 86.0, 'truck': 7.5}",True
3,2700,3600,demo_5,west,right,54,54.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 45.0, 'truck': 2.5}",True
3,2700,3600,demo_5,west,through,131,131.0,0.0,0.0,0.0,"{'bus': 16.0, 'electric_bicycle': 1.5, 'passenger': 106.0, 'truck': 7.5}",True
3,2700,3600,demo_6,east,left,49,49.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 40.0, 'truck': 2.5}",True
3,2700,3600,demo_6,east,right,61,61.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 1.0, 'passenger': 49.0, 'truck': 5.0}",True
3,2700,3600,demo_6,east,through,67,67.0,0.0,0.0,0.0,"{'bus': 8.0, 'electric_bicycle': 1.0, 'passenger': 53.0, 'truck': 5.0}",True
3,2700,3600,demo_6,north,left,28,28.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 21.0, 'truck': 2.5}",True
3,2700,3600,demo_6,north,right,25,25.0,0.0,0.0,0.0,"{'bus': 2.0, 'electric_bicycle': 0.5, 'passenger': 20.0, 'truck': 2.5}",True
3,2700,3600,demo_6,north,through,88,88.0,0.0,0.0,0.0,"{'bus': 10.0, 'electric_bicycle': 1.0, 'passenger': 72.0, 'truck': 5.0}",True
3,2700,3600,demo_6,south,left,55,55.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 46.0, 'truck': 2.5}",True
3,2700,3600,demo_6,south,right,41,41.0,0.0,0.0,0.0,"{'bus': 4.0, 'electric_bicycle': 0.5, 'passenger': 34.0, 'truck': 2.5}",True
3,2700,3600,demo_6,south,through,48,48.0,0.0,0.0,0.0,"{'bus': 6.0, 'electric_bicycle': 0.5, 'passenger': 39.0, 'truck': 2.5}",True
